Insumo   ;Embalagem  ;Descricao  ;Quantidade ;Valor;Preco Medio;Ultimo Preco
1000617;UM        ;PARAFUSO DESLIZANTE MOD 3 - 95MM (03.048-1)                                               ;0;0;0;0
1000619;UM        ;PARAFUSO CORTICAL 1,5X7MM (03.066-0)                                                      ;0;0;0;18,06
1000621;UM        ;PARAFUSO CORTICAL 1,5X11MM (03.066-0)                                                     ;0;0;0;18,06
1000622;UM        ;PARAFUSO CORTICAL 1,5X13MM (03.066-0)                                                     ;0;0;0;18,06
1000623;UM        ;PARAFUSO CORTICAL 1,5X15MM (03.066-0)                                                     ;0;0;0;18,06
1000625;UM        ;(ORT) CAMPO CIRURGICO COM FITA ADESIVA 1,60X1,50M (EXTRA SUS)                             ;0;0;0;12,57
1000626;UM        ;PARAFUSO CORTICAL 2,0X12MM (03.067-8)                                                     ;0;0;0;15,34
1000627;UM        ;PLACA EM T 3,5MM 3X6FUROS (03.099-6)                                                      ;0;0;0;228,65
1000629;UM        ;PARAFUSO CORTICAL 2,0X18MM (03.067-8)                                                     ;0;0;0;15,34
1000630;UM        ;PARAFUSO CORTICAL 2,0X20MM (03.067-8)                                                     ;0;0;0;15,34
1000632;UM        ;PARAFUSO CORTICAL 2,7X12MM (03.068-6)                                                     ;0;0;0;16,94
1000633;UM        ;PARAFUSO CORTICAL 2,7X14MM (03.068-6)                                                     ;0;0;0;16,94
1000634;UM        ;PARAFUSO CORTICAL 2,7X16MM (03.068-6)                                                     ;0;0;0;16,94
1000636;UM        ;PARAFUSO CORTICAL 2,7X20MM (03.068-6)                                                     ;0;0;0;16,94
1000639;UM        ;PARAFUSO CORTICAL 2,7X10MM (03.068-6)                                                     ;0;0;0;16,94
1000640;UM        ;PARAFUSO CORTICAL 2,7X24MM (03.068-6)                                                     ;0;0;0;16,94
1000641;UM        ;PARAFUSO CORTICAL 2,7X26MM (03.068-6)                                                     ;0;0;0;16,94
1000642;UM        ;PARAFUSO CORTICAL 2,7X28MM (03.068-6)                                                     ;0;0;0;16,94
1000646;UM        ;COMPONENTE GLENOIDAL TAM P (03.023-6)                                                     ;0;0;0;198,15
1000647;UM        ;COMPONENTE GLENOIDAL TAM M (03.023-6)                                                     ;0;0;0;198,15
1000648;UM        ;COMPONENTE GLENOIDAL TAM G (03.023-6)                                                     ;0;0;0;198,15
1000649;UM        ;CABEÁA DE OMBRO 39X12MM (03.011-2)                                                        ;0;0;0;426,11
1000650;UM        ;CABEÁA DE OMBRO 39X17MM (03.011-2)                                                        ;0;0;0;426,11
1000651;UM        ;CABEÁA DE OMBRO 39X22MM (03.011-2)                                                        ;0;0;0;426,11
1000652;UM        ;CABEÁA DE OMBRO 44X12MM (03.011-2)                                                        ;0;0;0;426,11
1000653;UM        ;CABEÁA DE OMBRO 44X17MM (03.011-2)                                                        ;0;0;0;426,11
1000654;UM        ;CABEÁA DE OMBRO 44X22MM (03.011-2)                                                        ;0;0;0;426,11
1000655;UM        ;CABEÁA DE OMBRO 49X15MM (03.011-2)                                                        ;0;0;0;426,11
1000656;UM        ;CABEÁA DE OMBRO 49X20MM (03.011-2)                                                        ;0;0;0;426,11
1000657;UM        ;CABEÁA DE OMBRO 49X25MM (03.011-2)                                                        ;0;0;0;426,11
1000658;UM        ;HASTE DE OMBRO INTERCAMBIAL 6,3X90MM (03.029-5)                                           ;0;0;0;793,17
1000659;UM        ;HASTE DE OMBRO INTERCAMBIAL 6,3X125MM (03.029-5)                                          ;0;0;0;793,17
1000660;UM        ;HASTE DE OMBRO INTERCAMBIAL 9,5X125MM (03.029-5)                                          ;0;0;0;793,17
1000661;UM        ;HASTE DE OMBRO INTERCAMBIAL 9,5X150MM (03.029-5)                                          ;0;0;0;793,17
1000662;UM        ;HASTE DE OMBRO INTERCAMBIAL 12,7X125MM (03.029-5)                                         ;0;0;0;793,17
1000663;UM        ;HASTE DE OMBRO INTERCAMBIAL 12,7X150MM (03.029-5)                                         ;0;0;0;793,17
1000664;UM        ;PARAFUSO CANULADO ESCAFOIDE 16MM                                                          ;0;0;0;241,47
1000665;UM        ;PARAFUSO CANULADO ESCAFOIDE 22MM                                                          ;0;0;0;241,47
1000666;UM        ;PARAFUSO CANULADO ESCAFOIDE 30MM                                                          ;0;0;0;241,47
1000667;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X16MM                                                  ;0;0;0;241,47
1000668;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X18MM                                                  ;0;0;0;241,47
1000669;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X20MM                                                  ;0;0;0;241,47
1000670;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X22MM                                                  ;0;0;0;241,47
1000671;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X24MM                                                  ;0;0;0;241,47
1000672;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X26MM                                                  ;0;0;0;241,47
1000673;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X28MM                                                  ;0;0;0;241,47
1000674;UM        ;PARAFUSO CANULADO ROSCA PARCIAL 3,0X30MM                                                  ;0;0;0;241,47
1000675;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X16MM                                                    ;0;0;0;241,47
1000676;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X18MM                                                    ;0;0;0;241,47
1000677;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X20MM                                                    ;0;0;0;241,47
1000678;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X22MM                                                    ;0;0;0;241,47
1000679;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X24MM                                                    ;0;0;0;241,47
1000680;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X26MM                                                    ;0;0;0;241,47
1000681;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X28MM                                                    ;0;0;0;241,47
1000682;UM        ;PARAFUSO CANULADO ROSCA TOTAL 3,0X30MM                                                    ;0;0;0;241,47
1000683;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 20MM                                                  ;0;0;0;241,47
1000684;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 22MM                                                  ;0;0;0;241,47
1000685;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 24MM                                                  ;0;0;0;241,47
1000686;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 28MM                                                  ;0;0;0;241,47
1000687;UM        ;PARAFUSO CANULADO CONICO EM TITANIO 30MM                                                  ;0;0;0;241,47
1000688;UM        ;HASTE INTRAMEDULAR BLOQUEADA FEMUR 10X340 (03.051-1)                                      ;0;0;0;896
1000689;UM        ;HASTE INTRAMEDULAR BLOQUEADA FEMUR 10X360 (03.051-1)                                      ;0;0;0;896
1000690;UM        ;HASTE INTRAMEDULAR BLOQUEADA FEMUR 10X380 (03.051-1)                                      ;0;0;0;896
1000691;UM        ;HASTE INTRAMEDULAR BLOQUEADA FEMUR 11X380 (03.051-1)                                      ;0;0;0;896
1000692;UM        ;HASTE INTRAMEDULAR BLOQUEADA FEMUR 11X400 (03.051-1)                                      ;0;0;0;896
1000693;UM        ;HASTE INTRAMEDULAR BLOQUEADA FEMUR 12X380 (03.051-1)                                      ;0;0;0;896
1000694;UM        ;HASTE INTRAMEDULAR FLEXIVEL - INFANTIL 2,0MM (03.054-6)                                   ;0;0;0;151,61
1000695;UM        ;HASTE INTRAMEDULAR FLEXIVEL - INFANTIL 2,5MM (03.054-6)                                   ;0;0;0;151,61
1000696;UM        ;HASTE INTRAMEDULAR FLEXIVEL - INFANTIL 3,0MM (03.054-6)                                   ;0;0;0;151,61
1000697;UM        ;HASTE INTRAMEDULAR FLEXIVEL - INFANTIL 3,5MM (03.054-6)                                   ;0;0;0;151,61
1000713;UM        ;HASTE INTRAMEDULAR BLOQUEADA FEMUR 11X360 (03.132-1)                                      ;0;0;0;896
1000715;UM        ;PLACA EM L 2,7 ESQUERDA 5 FUROS (03.131-3)                                                ;0;0;0;124,14
1000716;UM        ;PLACA EM T 2,7X5 FUROS (03.098-8)                                                         ;0;0;0;293,39
1000717;UM        ;PLACA SEMITUBULAR 2,7 3 FUROS (03.107-0)                                                  ;0;0;0;146,63
1000718;UM        ;PLACA SEMITUBULAR 2,7 4 FUROS (03.107-0)                                                  ;0;0;0;146,63
1000719;UM        ;PLACA SEMITUBULAR 2,7 5 FUROS (03.107-0)                                                  ;0;0;0;146,63
1000720;UM        ;PLACA SEMITUBULAR 2,7 6 FUROS (03.107-0)                                                  ;0;0;0;146,63
1000721;UM        ;PLACA SEMITUBULAR 2,7 7 FUROS (03.107-0)                                                  ;0;0;0;146,63
1000722;UM        ;PLACA BLOQUEADA VOLAR LPS DIRETA 4 FUROS (03.139-9)                                       ;0;0;0;293,39
1000723;UM        ;PLACA BLOQUEADA VOLAR LPS DIRETA 5 FUROS (03.139-9)                                       ;0;0;0;293,39
1000724;UM        ;PLACA BLOQUEADA VOLAR LPS DIRETA 6 FUROS (03.139-9)                                       ;0;0;0;293,39
1000725;UM        ;PLACA BLOQUEADA VOLAR LPS DIRETA 7 FUROS (03.139-9)                                       ;0;0;0;293,39
1000726;UM        ;PLACA BLOQUEADA VOLAR LPS DIREITA 8 FUROS (03.139-9)                                      ;0;0;0;293,39
1000727;UM        ;PLACA BLOQUEADA VOLAR LPS ESQUERDA 4 FUROS (03.139-9)                                     ;0;0;0;343,72
1000728;UM        ;PLACA BLOQUEADA VOLAR LPS ESQUERDA 5 FUROS (03.139-9)                                     ;0;0;0;293,39
1000729;UM        ;PLACA BLOQUEADA VOLAR LPS ESQUERDA 6 FUROS (03.139-9)                                     ;0;0;0;293,39
1000730;UM        ;PLACA BLOQUEADA VOLAR LPS ESQUERDA 7 FUROS (03.139-9)                                     ;0;0;0;293,39
1000731;UM        ;PLACA BLOQUEADA VOLAR LPS ESQUERDA 8 FUROS (03.139-9)                                     ;0;0;0;293,39
1000732;UM        ;PLACA BLOQUEADA VOLAR LPS T 4X6 FUROS (03.139-9)                                          ;0;0;0;293,39
1000733;UM        ;PLACA BLOQUEADA VOLAR LPS T 3X4 FUROS (03.139-9)                                          ;0;0;0;293,39
1000734;UM        ;PLACA BLOQUEADA VOLAR LPS T 3X5 FUROS (03.139-9)                                          ;0;0;0;293,39
1000735;UM        ;PLACA BLOQUEADA VOLAR LPS T 4X4 FUROS (03.139-9)                                          ;0;0;0;293,39
1000736;UM        ;PLACA BLOQUEADA VOLAR LPS T 4X5 FUROS (03.139-9)                                          ;0;0;0;293,39
1000737;UM        ;PLACA BLOQUEADA VOLAR LPS T 3X3 FUROS (03.139-9)                                          ;0;0;0;293,39
1000738;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X10MM (03.132-1)                                         ;0;0;0;21,6
1000739;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X12MM (03.132-1)                                         ;0;0;0;21,6
1000740;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X14MM (03.132-1)                                         ;0;0;0;21,6
1000741;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X16MM (03.132-1)                                         ;0;0;0;21,6
1000742;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X18MM (03.132-1)                                         ;0;0;0;21,6
1000743;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X20MM (03.132-1)                                         ;0;0;0;21,6
1000744;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X22MM (03.132-1)                                         ;0;0;0;21,6
1000745;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X24MM (03.132-1)                                         ;0;0;0;21,6
1000746;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X26MM (03.132-1)                                         ;0;0;0;21,6
1000747;UM        ;PARAFUSO BLOQUEADO LPS EM AÁO 3,5X28 (03.139-9)                                           ;0;0;0;21,6
1000750;UM        ;CAGE CERVICAL PEEKPLAN 5,5MM (05.115-6)                                                   ;0;0;0;870,91
1000752;UM        ;CAGE CERVICAL PEEKPLAN 6,5MM (05.115-6)                                                   ;3;3784,23;1261,41;1261,41
1000753;UM        ;CAGE CERVICAL PEEKPLAN 7,0MM (05.115-6)                                                   ;11;13875,51;1261,41;1261,41
1000754;UM        ;CAGE CERVICAL PEEKPLAN 7,5MM (05.115-6)                                                   ;30;37842,3;1261,41;1261,41
1000755;UM        ;CAGE CERVICAL PEEKPLAN 8,0MM (05.115-6)                                                   ;20;25228,2;1261,41;1261,41
1000756;UM        ;MINI PLACA RETA PONTE 9MM X 4FUROS (05.048-2)                                             ;0;0;0;343,72
1000757;UM        ;MICRO PLACA LEFORT 11F AVANCO 8MM ESQUERDA                                                ;0;0;0;343,72
1000758;UM        ;MICRO PLACA LEFORT 11F AVANCO 8MM DIREITA                                                 ;0;0;0;343,72
1000759;UM        ;MINI PLACA PARA MENTO CHIN 2MM                                                            ;0;0;0;343,72
1000760;UM        ;MINI PLACA PARA MENTO CHIN 4MM                                                            ;0;0;0;343,72
1000761;UM        ;MINI PLACA PARA MENTO CHIN 6MM                                                            ;0;0;0;343,72
1000762;UM        ;MINI PLACA PARA MENTO CHIN 8MM                                                            ;0;0;0;343,72
1000763;UM        ;CAGE TORACO LOMBAR MEIA LUA PEEKPLAN 7X25MM (05.115-6)                                    ;0;0;0;791,84
1000764;UM        ;CAGE TORACO LOMBAR MEIA LUA PEEKPLAN 8X25MM (05.115-6)                                    ;0;0;0;1356,21
1000765;UM        ;CAGE TORACO LOMBAR MEIA LUA PEEKPLAN 9X25MM (05.115-6)                                    ;0;0;0;870,91
1000766;UM        ;CAGE TORACO LOMBAR MEIA LUA PEEKPLAN 10X25MM (05.115-6)                                   ;10;13290,9;1329,09;1329,09
1000767;UM        ;CAGE TORACO LOMBAR MEIA LUA PEEKPLAN 11X25MM (05.115-6)                                   ;0;0;0;870,91
